Morphology: 
 
Verbs: 
singular, first, present, indicative: gghugh
familiar: uzmezmuyghey
famous: kuh
fan: muv
farm: uzuh
farmer: uzuhugh
fashion: yeng
fat: yuw
fault: uzunguv
favor: heh
favorite: uzksumuhnguv
feed: bmez
fellow: uzmuymeh
file: hnges
finance: uzzeyzeyugh
finger: ngeng
fix: weng
flat: meng
flight: uzvumseh
flow: uzmeh
flower: mung
folk: ghus
football: uzmehwummuy
forest: uzuhuy
forever: uzuhksumuh
forgive: uzuhvumugh
foundation: uzughehnguvmeh
fourth: uzunguv
frame: ses
freedom: uzughghehmez
freeze: weng
French: hngev
frequent: ghev
fresh: wey
Friday: zugh
fruit: hngez
fuel: sus
function: uzzeynguvmeh
funny: thwuy
garden: eyuhugh
gas: hngeng
gather: eynguvugh
generate: eyzeyuhnguv
generation: eyzeyuhnguvmeh
gentle: hngung
German: yehnguhghey
giant: eygheynguv
gift: eyuz
glad: mev
glance: eygheyngugh
global: sew
god: ngegh
gold: yus
governor: eyksumuhmeh
grab: ghus
grade: vey
graduate: ngev
grand: mew
grant: eygheynguv
guard: muv
guest: nguhng
guide: Gzew
guilty: eyvumnguv
hall: yuw
hardly: sehuhmuy
healthy: sehgheynguvsuz
hello: sehmuymeh
hill: ew
hire: mus
historical: sehuymehvumghey
hmm: sehmez
hole: ngeng
holiday: sehmuyghehsuz
honest: sehzeyuy
honey: wez
honor: hngey
horse: muz
host: ses
housing: sehuvumey
huh: sehseh
hunt: wus
ice: 'yuw
identity: vumughnguvnguv
ignore: vumzeyuh
impact: vumhnguhngngugh
importance: vumhnguhnguhgheyngugh
impossible: vumhnguhnguyvummuy
inch: uv
income: vumngughmez
independent: vumghehhnguhngzeyughnguv
Indian: zuwghehghey
industrial: hngey
initial: vumvumvummuy
injury: vumhuvuh
insist: vumuyuy
institute: vumuyvumuugh
institution: vumuyvumuvumzey
instruction: vumuyuhngughvumzey
insurance: uv
intelligence: vumnguvmuyvumughngugh
intend: vumnguvzey
internal: vumnguvuhghey
introduce: vumnguvmehuugh
investigation: vumksumuyvumgheyvumzey
investment: vumksumuymezzey
invite: vumksumnguv
item: vumugh
jail: zuw
January: vumvum
Japanese: zegh
jew: huvghus
joint: vev
joke: huvmeh
journal: zem
July: dwev
jump: huvmez
June: wuv
justice: huvuyvumugh
kick: e
kiss: vus
kitchen: mehnguvsehzey
knee: mehugh
knock: vew
lake: yu
launch: yuz
leadership: muygheyughuyvum
leaf: tuh
league: nguh
lean: um
lesson: muyuymeh
liberal: ngus
library: muywumgheysuz
lift: ghehng
link: mus
lip: eng
literature: muynguvuhnguvuh
load: vem
loan: muyghey
location: muyngughnguvmeh
lock: ew
lord: sugh
loud: hegh
lucky: wuh
lunch: nguh
machine: mezngughvumugh
mad: sey
magazine: mezeyuvzey
maintain: hey
majority: mezhuvuhnguv
map: huhng
mark: mezuh
mass: vuz
master: yeh
match: zuy
mayor: mezsuzuh
meal: zeng
medicine: mezghehngughzey
mental: ey
mere: mezuh
mess: bngehng
mission: mezuyvumzey
mix: sugh
modern: hehng
Monday: umzeyghey
monitor: mezzeynguvuh
moral: mezuhmuy
mostly: mezuymuy
motion: meznguvmeh
mountain: sey
museum: mezuyu
narrow: zeyuhmeh
native: wuy
neck: vuz
negative: zeyeynguvksum
neighbor: mev
neighborhood: zeyvumsehmehsehmeh
neither: zeyvumsehuh
newspaper: hnguh
nine: nguv
nobody: zeywumgheh
nod: egh
none: zeyzey
nor: vuy
northern: zeyuhsehuh
nose: zes
novel: zeyksummuy
November: susmezugh
nuclear: zeyngughughuh
nurse: zeyuhugh
object: mehhuvngugh
objective: mehhuvngughvumugh
observe: mehuyuhugh
obtain: wuv
October: uhng
online: mehmuyzey
onto: yung
operate: mehughgheyugh
opinion: mehvumvumzey
oppose: mehhnguhnguy
option: mehnguvmeh
organize: meheyzeyuv
otherwise: mehsehuhvumugh
outcome: mehnguvmehugh
overall: mehughgheymuy
owner: suw
pack: mem
package: hnguhngngughgheyugh
paint: ghuy
pair: hnguhngvum
panel: hev
participant: hnguhnguhvumvumgheynguv
participate: hnguhnguhvumvumgheyugh
partner: hnguhnguhzeyuh
path: hngum
pattern: hnguhngnguvughzey
perform: hnguhnguhmehmez
perspective: hnguhnguhhnguhngngughvumugh
plane: vus
plastic: hnguhnggheynguvngugh
plate: ev
plenty: uz
plus: vez
pocket: wuh
politic: hnguhngmuynguvngugh
poll: hnguhngmuy
pool: ghegh
pop: ngum
popular: heh
possibility: hnguhnguyvumvumvumsuz
post: ngez
pound: vum
practical: tugh
prefer: hnguhngughugh
presence: hez
prevent: um
prime: hnguhngvumugh
principle: hnguhngvumngughhnguhngugh
print: vuz
prison: hnguhngvummeh
procedure: hnguhngmehughuugh
production: hnguhngmehunguvmeh
professor: hnguhngmehughuyuh
profit: ew
progress: hnguhngmehuhuy
promote: hnguhngmehmehugh
proper: hnguhngmehugh
proposal: hnguhngmehmehghey
propose: hnguhngmehmehugh
protection: ngez
proud: hnguhngmehgheh
publish: hnguhngwumvumseh
purchase: ngugh
quarter: suv
radio: um
rain: khegh
rapid: uhhnguhnggheh
rare: uhuh
reaction: uhgheynguvmeh
reader: mung
reality: hngew
recall: uhngughmuy
recommend: uhngughmezughgheh
refer: kmehng
reference: uhuzuhzeyugh
reflect: yes
reform: uhuzuh
refuse: uhuzuy
regional: mev
regular: uheymuyuh
relation: uhmuynguvmeh
relax: hes
religion: uhmuyeymeh
religious: meh
remind: uhmezzey
remove: uhmezksum
repeat: ghugh
replace: uhhnguhnggheyugh
reply: uhhnguhngsuz
reporter: uhhnguhnguhugh
representative: hngugh
request: uhhuzuy
researcher: uhuygheyngughugh
resident: sem
respond: uhuymehgheh
responsibility: uhuymehuywummuynguv
responsible: uhuymehuywumugh
restaurant: uhuygheyuhzey
reveal: uhksumghey
rich: meng
root: egh
rough: em
row: ngey
rush: eng
Russian: hngevhngev
sad: yez
safety: uyuznguv
salt: huhng
sample: uymezmuy
Saturday: yengnguvuhghey
scale: uygheyugh
scare: bvum
schedule: vez
scientific: hngem
scientist: uyvumzeyvumnguv
scream: uyuhghey
screen: muz
sea: vuhng
secretary: seng
sector: uyngughmeh
secure: uyngughuh
select: hngugh
senate: uyzeynguv
senator: uyzeynguvuh
senior: uyzeymeh
sentence: uyzeyughngugh
September: yenghnguhngughwumuh
session: hnguw
settle: ngehng
sexual: egh
shadow: uygheymeh
shall: wugh
sharp: uygheyhnguhng
shift: ves
ship: wuy
shock: ghugh
shoe: mugh
shoulder: uymehmuyugh
shut: ngum
sick: yung
sight: zem
signal: uyeyghey
silence: uymuyzeyugh
sing: dghuz
sir: uyuh
skin: vuy
sky: yuz
slide: vegh
slight: uyvumseh
slip: uyvum
smart: uygheynguv
smell: uyughmuy
smoke: ngus
soft: ngung
software: uyuzghusuh
soldier: uymuyvumuh
solution: uymuynguvmeh
somehow: uymezsehghus
somewhere: uymezghusughugh
song: ung
soul: ghez
southern: uyusehuh
soviet: uyksumugh
species: suhng
speech: hngeng
speed: ghung
spirit: uyvumvum
spot: yey
spread: zez
square: uyuuh
stare: uygheyugh
status: uygheyu
steal: mung
stone: uymehugh
storm: yeng
straight: tngus
strange: uyuhzeyugh
strength: uyuhzeynguv
stress: uyuhuy
stretch: hngez
struggle: uyuheymuy
stupid: uyuvum
suffer: uyuzugh
sugar: ghuv
suit: ew
Sunday: yengzeyghey
supply: uyhnguhngmuy
suppose: muy
surface: uyuhgheyugh
surgery: wev
survey: thehng
survive: uyuhvumugh
suspect: uyuyughnguv
sweet: hngeng
swing: uyvumey
switch: huw
talent: nguvmuyzey
tall: 'uy
tape: ngehng
target: nguvuhugh
task: uh
taste: hngugh
tea: muhng
tear: nguvghey
technical: nguvngughzeyngughmuy
technique: nguvngughzeyhuz
telephone: nguvmuyhnguhngmehugh
television: nguvmuyksumuymeh
temperature: nguvmezughgheyuugh
tend: yuw
terrible: nguvuhvummuy
text: ev
theater: ehng
therefore: nguvughughmehugh
thick: hugh
thin: huh
threat: nguvuhghey
threaten: nguvuhgheyugh
throughout: nguvuhusehu
ticket: bew
tie: bzuw
tight: hes
tiny: yuz
tip: yuz
title: ghev
tomorrow: nguvmezuhmeh
tool: uv
tough: nguvuseh
tour: muv
tradition: nguvgheyvumvumzey
traffic: nguvgheyuzngugh
trail: bvuw
transfer: vuw
trial: yem
troop: nguvmehhnguhng
truck: suy
TV: hnguv
twenty: nguvughnguv
twice: nguvvumugh
typical: ngeng
uh-huh: unguhng
ultimate: unguvmeznguv
uncle: us
understanding: ughehuhnguvzeyvumey
unfortunate: uuzuhugheyugh
unique: gheh
unite: Gung
unless: umuyuy
upset: uuynguv
urban: uwumzey
user: vuz
valley: ksummuyugh
variable: ksumuhgheymuy
variety: muh
vary: ev
vehicle: ksumsehngughugh
version: ksumuhvumzey
versus: ksumuhu
vice: ksumngugh
victim: ksumngughvum
victory: ksumngughmehsuz
video: nguh
village: ksummuygheyugh
violence: ksummehughngugh
virtual: ksumuhumuy
vision: hngegh
visitor: ksumuynguvuh
voter: ksumnguvuh
wake: hev
warm: hngeh
waste: sung
wave: eng
weapon: ghusgheymeh
weather: ghum
web: egh
wedding: ghusghehvumey
weekend: ghusughughgheh
weight: Gheng
western: ghusuyughzey
wild: meng
willing: ghusmuyvumey
wine: yey
winter: huw
witness: ghusnguvughuy
wood: yum
wow: ghusghus
writer: nguy
yard: bzev
yellow: suzmuymeh
yesterday: suzuyughghehsuz
youth: suzuseh
abandon: gheygheyghehzey
abortion: gheymehnguvmeh
absence: gheyuyzeyugh
academy: gheygheyughsuz
accompany: gheyngughmezgheysuz
accomplish: gheyngughmezmuyuy
accurate: gheyngughuhnguv
achievement: gheysehughughughnguv
acid: vugh
acknowledge: gheymehmehmuyghehugh
acquire: gheyhuzuh
acre: ghuv
activist: gheynguvksumuy
ad: khvu
adequate: gheyughunguv
adjust: thnguy
administrator: gheymezzeyuyuhnguvuh
adolescent: gheymehughngughzey
advertise: gheyksumuhvumugh
advise: gheyksumuy
adviser: gheyksumuyuh
advocate: gheyksumngughnguv
afford: sung
afterward: gheynguvuhgheygheh
agenda: gheyughgheh
aggressive: gheyeyughuyksum
AIDS: muzdsehng
aircraft: gheyuhuhuz
airline: gheyuhvumugh
airport: gheyuhmehnguv
alarm: gheygheymez
album: veng
alcohol: gheyngughsehmuy
allege: gheymuyey
alliance: gheymuygheyngugh
ally: zehng
alter: wuw
amendment: gheyughghehughnguv
analyst: yev
analyze: veh
ancient: gheyngughughnguv
angel: gheyeymuy
anger: ung
angle: ugh
anxiety: gheyghehng
apologize: gheymehmehvumugh
appearance: eh
apple: hnguw
appoint: gheyhnguhngvumnguv
appointment: gheyhnguhngvumnguvughnguv
approval: gheyhnguhngmehghey
approve: gheyhnguhngmehugh
approximate: gheyhnguhngmehvumgheyugh
Arab: muzghey
arise: gheyvumugh
arrange: hnguhng
arrangement: uhng
Asian: muzvumzey
asleep: gheymuyugh
assault: gheyuyunguv
assembly: mum
assess: wez
asset: gheyuynguv
assign: gheyuyey
assist: yegh
assistance: gheyuyuygheyngugh
assumption: gheyuymeznguvmeh
assure: yehng
athlete: ew
athletic: suz
atmosphere: gheymezuysehuh
attach: gheynguvngugh
attract: gheng
attractive: gheynguvgheynguvksum
attribute: gheynguvvumuugh
aunt: ngem
automatic: gheynguvmeznguvngugh
avenue: gheyughu
awful: ghum
babe: wumwum
bake: vuh
ban: huhng
barely: wumuhmuy
barrier: wumuhvumuh
basketball: wumuyughwummuy
bat: heh
bathroom: wumnguvuhmeh
bean: um
bedroom: wumghehmehmez
beer: wumugh
beg: ung
bell: egh
belt: veh
bench: zuy
bend: ghuw
beneath: wumzeygheyseh
beside: wumuygheh
besides: wumuyghehuy
bid: mem
bike: Gngum
bind: egh
biological: wummehmehvumghey
birthday: wumuhsehghey
bite: 'wum
bitter: mev
blind: yeng
bloody: wummehgheh
boil: wumvum
boom: wummeh
boot: zez
bore: sum
boss: ev
boundary: wumughehuh
bow: gzegh
boyfriend: wumsuzuhughgheh
brand: wumgheygheh
brave: wumgheyugh
bread: egh
breakfast: wumughmehgheynguv
breast: yus
breed: wumughgheh
brilliant: wumvummuygheynguv
broadcast: wummehghehgheynguv
brush: weh
buck: ghuh
bullet: ev
bunch: wumzeyseh
burden: zus
bureau: wumuhghey
burst: zehng
bury: vuz
butter: sez
button: vuw
buyer: ev
bye: wumugh
cabinet: ev
cable: ngughwumugh
cake: vegh
calculate: ngughmuyugheyugh
calorie: ngughmuyuhugh
campus: ngughmezu
Canadian: yus
cap: kvev
capable: ngughhnguhngwumugh
capacity: yeh
captain: ngughhnguhnggheyzey
capture: ngughhnguhnguugh
cat: mew
ceiling: ngughvumvumey
ceremony: ngughuhmezzey
chain: ngughgheyzey
chamber: ngughgheywumuh
champion: ngughgheyhnguhngmeh
championship: ngughgheyhnguhngmehuyvum
channel: ngughgheyzeymuy
charity: ngughgheyvumsuz
charm: ngughgheymez
chart: ngughgheynguv
chase: hnges
cheap: ngughughhnguhng
cheek: hnguz
cheer: mung
cheese: ngey
chest: yum
childhood: ngughvumghehmehgheh
chill: kem
chip: hngum
chocolate: ngughmehmehgheyugh
chop: ghuw
cigarette: ngugheyuhnguvugh
cite: zuhng
civilian: ngughksummuyghey
classic: heng
climate: suhng
clinic: ngughvumvum
clinical: ngughvumvumghey
clip: huv
clock: muh
clothing: ngughmehsehzey
cloud: ngughmehgheh
clue: ngughu
coalition: ngughgheyvumvumzey
coat: ngughghey
collapse: ngughmuygheyuy
collective: ngughmuyughnguvksum
column: ngughmuymez
combat: hez
combination: ngughmezvumgheyvumzey
comfort: nguh
command: mev
commander: ngughmezgheyghehuh
commissioner: ngughmezvumuymehugh
communicate: se
communist: nguhng
comparison: ngughmezgheyvummeh
compete: ngughmezughugh
competitive: uy
complain: sehng
complaint: ngughmezmuyvumnguv
complicate: ngughmezmuyngughnguv
component: ngughmezmehughnguv
compound: ngughmezmehzey
comprehensive: ngughmezuhsehzeyvumugh
compromise: ngughmezuhmezuy
concentrate: ngughzeyughnguvgheyugh
concentration: ngughzeyughnguvgheyvumzey
concert: zuh
conclude: ngughzeymuygheh
concrete: ngughzeyuhnguv
confidence: nguy
confident: ngughzeyvumughnguv
confront: ngughzeyuhzey
confuse: ngughzeyuugh
congressional: ngughzeyuhuyvumzeymuy
conservation: ngughzeyughksumnguvmeh
considerable: ngughzeyvumughgheymuy
consideration: ngughzeyvumughgheyvumzey
consist: ngughzeyvumnguv
constitute: zew
constitution: ngughzeynguvnguvnguvmeh
constitutional: ghuh
construct: Gzem
consult: eng
consultant: ngughzeyunguvzey
contemporary: ngughzeyughhnguhnguhuh
contest: muv
continuous: yuz
contribution: ngughzeyuhwumnguvmeh
convention: ngughzeyughnguvmeh
conventional: zus
convert: ngughzeyughnguv
convict: ngughzeyvumnguv
cooperation: ngughmehughgheyvumzey
cope: muh
core: ew
corn: ghehng
corporate: ngughuhmehgheyugh
corporation: ngughuhmehgheyvumzey
correspondent: ngughuhughhnguhngzeyughnguv
counsel: ngughuuymuy
counter: thweh
cousin: ngughuvum
coverage: ngughksumuhey
crack: ghez
craft: guy
cream: vew
creation: mey
creative: nguhng
creature: ngughughnguvuh
creek: ngughughmeh
crew: ev
criterion: ngughvumughvumzey
criticism: ngughvumvumvummez
criticize: ngughvumvumvumugh
crop: ngughmeh
crown: ngughmehzey
crucial: ngughuvummuy
cruise: ngughuuy
crush: ngughuseh
curious: ngughuhmehuy
curriculum: ngughuhvumuu
curve: ngughuhugh
custody: ngughuymehsuz
cycle: yey
dare: sez
darling: ghehuhvumey
dealer: ghehgheyugh
deck: ez
declare: ghehngughgheyugh
decrease: ghehngughughuy
defeat: wung
defensive: ghehuzzeyvumugh
deficit: ghehuzngughnguv
definition: ghehuzzeynguvmeh
delay: ghehmuysuz
deliberate: ghehmuywumuhnguv
delight: ghehmuyeynguv
delivery: hngem
dependent: zegh
depression: ghehhnguhngughuymeh
depth: Gngez
deputy: ghehhnguhngnguv
derive: ghehuhksum
description: ghehuyuhhnguhngvumzey
desert: ghehuyuh
designer: ghehuyeyugh
desperate: ghehuyughgheyugh
detect: suw
detective: ghehnguvngughvumugh
devote: ghehksumnguv
diet: ghehugh
differ: ghehuzugh
dig: wes
digital: gheheynguvmuy
dimension: ghehmezzeyvumzey
dine: vu
dirt: ghehuh
dirty: ghehuhsuz
disability: ghehuywummuynguv
disagree: ghehuyeyugh
disappoint: ghehuyhnguhngmehzey
disaster: ghehuyuyugh
discipline: ghehuyvummuyzey
discovery: ghehuymehughsuz
dish: ves
disk: ghehuy
dismiss: ghehuyvumuy
disorder: ghehuyuhugh
dispute: ghehuyuugh
distant: ghehuygheynguv
distinct: ghehuyvumngugh
distinction: ghehuyvumngughvumzey
distinguish: yuz
distribute: ghehuyuhwumnguv
distribution: ghehuyuhwumnguvmeh
disturb: ghehuyuwum
diversity: gwugh
DNA: uw
dominate: ghehmezzeynguv
downtown: ghehghusnguvghus
draft: ghehgheynguv
drag: ghehghey
drain: yem
drama: yev
drift: vey
drill: ghehvummuy
duck: Gsuy
duke: ghehmeh
dump: ghehng
dust: gsuy
dynamic: bvum
eager: ngeh
ease: ez
echo: ughseh
edition: ughvumvumzey
educate: ughugheyugh
educator: ughugheymeh
efficient: ghung
elder: sez
elect: heh
electric: veh
electricity: ughughnguvvumvumsuz
electronic: hus
elementary: ughughughnguvuh
eliminate: ughvumvumgheyugh
elite: ughvumugh
elsewhere: ughuyghusughugh
embarrass: ughwumuhgheyuy
embrace: uv
emotion: ughmehvumzey
emphasis: ughhnguhnggheyvum
emphasize: ughhnguhnggheyvumugh
employ: ughhnguhngmeh
employer: ughhnguhngmehugh
employment: nguh
enable: ughgheymuy
encounter: ughngughunguvuh
enforcement: ughuzuhughughnguv
enhance: ughsehzeyugh
enormous: ughmehmezu
enterprise: ughnguvuhuhuy
entertainment: ughnguvuhgheyzeyughnguv
entrance: ughnguvgheyngugh
entry: ughnguvsuz
equivalent: uh
era: ughghey
error: ughuhuh
essay: ughuysuz
establishment: ughnguvwumvumsehughnguv
ethnic: 'hugh
